,id,title,subtitle,sq_mt_built,loan_int_rate,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
41,21701,Estudio en venta en calle Laguna del Marquesado,"San Andrés, Madrid",75,12.69,,0,1,,,,,Calle Laguna del Marquesado,TRUE,Calle Laguna del Marquesado,,,1,FALSE,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,465,,FALSE,83800,1117,TRUE,,FALSE,FALSE,2008,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,TRUE,,en trámite,FALSE,,,,,TRUE,TRUE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,21700,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",97,7.88,73,2,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,Bajo,TRUE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1111,,FALSE,266122,2744,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,21699,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",93,19.41,70,2,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,7,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,FALSE,228273,2455,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,21698,Piso en venta en calle de la del Manojo de Rosas,"Los Ángeles, Madrid",103,10.38,,4,2,,,,,Calle de la del Manojo de Rosas,TRUE,Calle de la del Manojo de Rosas,,,1,FALSE,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,823,,FALSE,171900,1669,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,21697,Ático en venta en Villaverde a perales,"Butarque, Madrid",83,15.33,69,2,2,,,,,Villaverde a perales,TRUE,Villaverde a perales,,,7,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,FALSE,228273,2750,TRUE,HouseType 5: Áticos,FALSE,FALSE,2020,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,21696,Piso en venta en calle de Juan José Martínez Seco,"Los Rosales, Madrid",45,16.45,41,2,1,,,,,Calle de Juan José Martínez Seco,TRUE,Calle de Juan José Martínez Seco,,,1,FALSE,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,FALSE,85000,1889,TRUE,HouseType 1: Pisos,TRUE,FALSE,1968,FALSE,TRUE,,,,FALSE,TRUE,,,,TRUE,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,21695,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",120,7.49,,3,2,,,,,Carretera de Villaverde a Vallecas,TRUE,Carretera de Villaverde a Vallecas,,,7,FALSE,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1195,,FALSE,298000,2483,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,21694,"Piso en venta en calle la del Soto del Parral, 59","Los Ángeles, Madrid",74,12.69,,3,1,,,,,"Calle la del Soto del Parral, 59",FALSE,Calle la del Soto del Parral,59,,1,FALSE,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,702,,FALSE,139000,1878,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,,TRUE,FALSE,TRUE,,,,,TRUE,,,,,no indicado,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,21693,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",125,6.62,,3,2,,,,,"Calle Estefanita, 6",FALSE,Calle Estefanita,6,,7,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,,FALSE,272500,2180,TRUE,HouseType 4: Dúplex,FALSE,FALSE,2004,FALSE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,F,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,21692,Piso en venta en calle Berrocal,"Butarque, Madrid",126,,105,4,2,,,,,Calle Berrocal,TRUE,Calle Berrocal,,,Bajo,TRUE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,FALSE,275000,2183,TRUE,HouseType 1: Pisos,FALSE,FALSE,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,en trámite,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,21691,"Ático en venta en calle Euskalduna, 14","Butarque, Madrid",158,18.62,,3,2,,,,,"Calle Euskalduna, 14",FALSE,Calle Euskalduna,14,,4,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,FALSE,289000,1829,TRUE,HouseType 5: Áticos,FALSE,FALSE,2003,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,en trámite,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,21690,Piso en venta en Los Rosales,"Villaverde, Madrid",65,15.23,52,2,1,,,,,,TRUE,,,,,,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,604,,FALSE,115000,1769,TRUE,HouseType 1: Pisos,FALSE,FALSE,,,,,,,FALSE,TRUE,,,,,,,,,,G,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,21689,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",108,10.65,,3,2,,,,,Calle Alcocer,TRUE,Calle Alcocer,,,4,FALSE,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,847,,FALSE,179000,1657,TRUE,HouseType 1: Pisos,FALSE,FALSE,1978,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,21688,Piso en venta en San Andrés,"Villaverde, Madrid",62,7.9,48,2,1,,,,,,TRUE,,,,Bajo,TRUE,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,638,,FALSE,123000,1984,TRUE,HouseType 1: Pisos,FALSE,FALSE,1984,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,E,FALSE,,,,,TRUE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,21687,Piso en venta en calle Topacio,"Los Rosales, Madrid",51,15.96,,2,1,,,,,Calle Topacio,TRUE,Calle Topacio,,,3,FALSE,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,492,,FALSE,89500,1755,TRUE,HouseType 1: Pisos,TRUE,FALSE,1967,,,,,,FALSE,TRUE,,,TRUE,,,,,,,en trámite,FALSE,,,,,FALSE,FALSE,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,21686,"Piso en venta en calle Calcio, 15","Butarque, Madrid",112,11.48,80,3,2,,,,,"Calle Calcio, 15",FALSE,Calle Calcio,15,,3,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,FALSE,289000,2580,TRUE,HouseType 1: Pisos,FALSE,FALSE,2013,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,E,TRUE,,,TRUE,0,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,21685,"Piso en venta en calle Camas, 2","Butarque, Madrid",109,,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,2,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,968,,FALSE,216278,1984,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,21684,"Piso en venta en calle Camas, 2","Butarque, Madrid",107,7.29,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,940,,FALSE,207503,1939,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,21683,"Piso en venta en calle Camas, 2","Butarque, Madrid",76,,,2,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,3,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,790,,FALSE,162793,2142,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,21682,"Piso en venta en calle Camas, 2","Butarque, Madrid",105,5.99,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,933,,FALSE,204999,1952,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,21681,"Piso en venta en calle Camas, 2","Butarque, Madrid",109,11.58,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,4,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,982,,FALSE,220879,2026,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,21680,"Piso en venta en calle Camas, 2","Butarque, Madrid",108,,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,4,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,974,,FALSE,218258,2021,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,21679,"Piso en venta en calle Camas, 2","Butarque, Madrid",109,15.7,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,Bajo,TRUE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1014,,FALSE,231855,2127,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,21678,"Piso en venta en calle Camas, 2","Butarque, Madrid",76,15.99,,2,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,4,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,793,,FALSE,163397,2150,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,21677,"Piso en venta en calle Camas, 2","Butarque, Madrid",76,14.84,,2,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,2,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,783,,FALSE,160759,2115,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,21676,"Piso en venta en calle Camas, 2","Butarque, Madrid",108,10.99,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,3,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,970,,FALSE,217169,2011,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,21675,"Piso en venta en calle Camas, 2","Butarque, Madrid",76,14.42,,2,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,5,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,799,,FALSE,165208,2174,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,21674,"Piso en venta en calle Camas, 2","Butarque, Madrid",109,6.99,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,3,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,978,,FALSE,219775,2016,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,21673,"Piso en venta en calle Camas, 2","Butarque, Madrid",108,13.49,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,Bajo,TRUE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,FALSE,230817,2137,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,21672,"Piso en venta en calle Camas, 2","Butarque, Madrid",108,,,3,2,,,,,"Calle Camas, 2",FALSE,Calle Camas,2,,2,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,960,,FALSE,213722,1979,TRUE,HouseType 1: Pisos,FALSE,TRUE,,FALSE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,21671,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid",111,,,2,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,6,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,FALSE,230749,2079,TRUE,HouseType 5: Áticos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,21670,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",115,13.61,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,2,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1020,,FALSE,233789,2033,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,21669,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",115,7.9,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,FALSE,230789,2007,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,21668,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",117,7.49,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1050,,FALSE,244171,2087,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,21667,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",117,7.51,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1048,,FALSE,243468,2081,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,21666,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",117,9.91,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1052,,FALSE,244798,2092,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,21665,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",118,13.48,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,977,,FALSE,219235,1858,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,21664,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",115,7.14,,3,2,,,,,"Calle Ganados del Salobral , 12",FALSE,Calle Ganados del Salobral,12,,5,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1046,,FALSE,242789,2111,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,TRUE,,,,,no indicado,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,21663,Piso en venta en calle Parvillas Altas s/n,"San Andrés, Madrid",97,15.99,91,4,1,,,,,Calle Parvillas Altas s/n,FALSE,,,,3,FALSE,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,666,,FALSE,130000,1340,TRUE,HouseType 1: Pisos,FALSE,,1970,,,,,,FALSE,,,,,,,,,,,E,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,21662,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",106,12.98,81,3,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,3,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1071,,FALSE,251569,2373,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,21661,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103,13.57,79,3,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,3,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1025,,FALSE,235402,2285,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,21660,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103,12.69,79,3,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,1,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1024,,FALSE,235172,2283,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,21659,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103,8.9,79,3,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,5,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1027,,FALSE,236227,2293,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,21658,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",114,,85,3,2,,,,,"Calle Arroyo de la Bulera, 31",FALSE,Calle Arroyo de la Bulera,31,,2,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1080,,FALSE,254710,2234,TRUE,HouseType 1: Pisos,FALSE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,no indicado,FALSE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,21657,"Chalet adosado en venta en calle Emilia Ballester, Madrid, 15","San Andrés, Madrid",150,,,2,1,2,,,,"Calle Emilia Ballester, Madrid, 15",FALSE,Calle Emilia Ballester,15,,,FALSE,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,777,,FALSE,159000,1060,TRUE,HouseType 2: Casa o chalet,TRUE,FALSE,1993,FALSE,TRUE,,,,,,,,TRUE,,TRUE,,,,,F,TRUE,,,TRUE,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,21656,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",140,11.11,,3,3,,,,,"Calle Estefanita, 6",FALSE,Calle Estefanita,6,,7,FALSE,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,,FALSE,272500,1946,TRUE,HouseType 4: Dúplex,FALSE,FALSE,2004,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,D,FALSE,,,,,FALSE,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
